outcomes,bet_price,title,date
Kirsten Gillibrand,6600.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Mike Pence,6600.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Nikki Haley,6600.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Hillary Clinton,10000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Howard Schultz,10000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
John Hickenlooper,10000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
John Kasich,10000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Michael Avenatti,10000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Michelle Obama,10000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Mitt Romney,10000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Oprah Winfrey,10000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Sherrod Brown,10000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Eric Garcetti,12500.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Joe Kennedy III,12500.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Marco Rubio,12500.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Orrin Hatch,12500.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Paul Ryan,12500.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Rahm Emanuel,12500.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Tom Wolf,12500.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Bob Iger,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Andrew Cuomo,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Ben Shapiro,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Chris Murphy,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Mark Cuban,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Mitch Landrieu,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Rand Paul,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Ted Cruz,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Terry McAuliffe,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Tom Steyer,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Jeb Bush,20000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Mark Zuckerberg,20000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Chelsea Clinton,100000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Dwayne 'The Rock' Johnson,100000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Ivanka Trump,100000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Joe Rogan,100000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Leonardo DiCaprio,100000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Tom Brady,100000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Will Smith,100000.0,US Presidential Election 2020 - Odds To Win,2019-05-16 08:29:53.326099
Donald Trump,0.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Kamala Harris,450.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Joe Biden,600.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Elizabeth Warren,800.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Pete Buttigieg,1000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Andrew Yang,2000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Beto O'Rourke,4000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Cory Booker,7000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Amy Klobuchar,8000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Hillary Clinton,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Howard Schultz,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
John Hickenlooper,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
John Kasich,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Kirsten Gillibrand,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Michael Avenatti,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Michelle Obama,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Mike Pence,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Mitt Romney,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Oprah Winfrey,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Sherrod Brown,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Eric Garcetti,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Joe Kennedy III,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Marco Rubio,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Orrin Hatch,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Paul Ryan,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Rahm Emanuel,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Tom Wolf,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Bob Iger,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Andrew Cuomo,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Ben Shapiro,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Chris Murphy,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Mark Cuban,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Mitch Landrieu,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Rand Paul,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Ted Cruz,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Terry McAuliffe,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Tom Steyer,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Jeb Bush,20000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Mark Zuckerberg,20000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Megan Rapinoe,30000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Chelsea Clinton,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Dwayne 'The Rock' Johnson,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Ivanka Trump,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Joe Rogan,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Leonardo DiCaprio,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Tom Brady,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Will Smith,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-10 15:25:09.501868
Donald Trump,0.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Kamala Harris,450.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Joe Biden,600.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Elizabeth Warren,800.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Pete Buttigieg,1000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Andrew Yang,2000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Beto O'Rourke,4000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Cory Booker,7000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Amy Klobuchar,8000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Hillary Clinton,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Howard Schultz,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
John Hickenlooper,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
John Kasich,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Kirsten Gillibrand,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Michael Avenatti,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Michelle Obama,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Mike Pence,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Mitt Romney,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Oprah Winfrey,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Sherrod Brown,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Eric Garcetti,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Joe Kennedy III,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Marco Rubio,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Orrin Hatch,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Paul Ryan,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Rahm Emanuel,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Tom Wolf,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Bob Iger,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Andrew Cuomo,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Ben Shapiro,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Chris Murphy,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Mark Cuban,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Mitch Landrieu,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Rand Paul,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Tammy Duckworth,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Ted Cruz,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Terry McAuliffe,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Tom Steyer,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Jeb Bush,20000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Mark Zuckerberg,20000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Megan Rapinoe,30000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Chelsea Clinton,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Dwayne 'The Rock' Johnson,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
George Clooney,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Ivanka Trump,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Joe Rogan,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Kanye West,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Leonardo DiCaprio,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Tom Brady,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Will Smith,100000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:08:57.539006
Donald Trump,0.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Kamala Harris,450.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Joe Biden,600.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Elizabeth Warren,800.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Pete Buttigieg,1000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Andrew Yang,2000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Beto O'Rourke,4000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Tulsi Gabbard,4000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Cory Booker,7000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Amy Klobuchar,8000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Hillary Clinton,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Howard Schultz,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
John Hickenlooper,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
John Kasich,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Julian Castro,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Kirsten Gillibrand,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Michael Avenatti,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Michelle Obama,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Mike Pence,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Mitt Romney,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Nikki Haley,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Oprah Winfrey,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Sherrod Brown,10000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Eric Garcetti,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Joe Kennedy III,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Marco Rubio,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Orrin Hatch,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Paul Ryan,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Rahm Emanuel,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Tom Wolf,12500.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Bob Iger,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Andrew Cuomo,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Ben Shapiro,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Chris Murphy,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Mark Cuban,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Mitch Landrieu,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
Rand Paul,15000.0,US Presidential Election 2020 - Odds To Win,2019-07-11 09:11:07.666159
